word,surface_form,sentence,sentence_domain,ambiguity_score,semantic_similarity_spread,contextual_confidence_gap,domain_diversity,is_ambiguous,ambiguity_type,top_sense_1_domain,top_sense_1_gloss,top_sense_2_domain,top_sense_2_gloss,explanation
service,services,(vii) Transportation services including ambulance.,Software/IT,0.35,0.0,1.0,1.0,False,None,Finance/Business,work done by one person or group that benefits another,,,"The word ""service"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Finance/Business] work done by one person or group that benefits another (context similarity=0.10)
  Candidate sense 2: [General] an act of help or assistance (context similarity=0.00)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Finance/Business"" vs. ""General"")."
include,including,(vii) Transportation services including ambulance.,Software/IT,0.395,0.5,0.2,0.5,False,None,Healthcare,"have as a part, be made up out of",,,"The word ""include"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Healthcare] have as a part, be made up out of (context similarity=0.00)
  Candidate sense 2: [Healthcare] consider as part of something (context similarity=0.00)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Healthcare"" domain but represent distinct concepts."
maintain,Maintain,(e) Maintain active medication allergy list.,Healthcare,0.802,0.803,0.8,0.5,True,Inter-Domain,Healthcare,maintain by writing regular records,Software/IT,maintain for use and service,"The word ""maintain"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Healthcare] maintain by writing regular records (context similarity=0.27)
  Candidate sense 2: [Software/IT] maintain for use and service (context similarity=0.18)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Healthcare"" vs. ""Software/IT"")."
ceiling,Ceilings,(ii) Ceilings on hospital operating costs;,Healthcare,0.395,0.5,0.2,0.5,False,None,Software/IT,the overhead upper surface of a covered space,,,"The word ""ceiling"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Software/IT] the overhead upper surface of a covered space (context similarity=0.00)
  Candidate sense 2: [Software/IT] (meteorology) altitude of the lowest layer of clouds (context similarity=0.00)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
cost,costs,(ii) Ceilings on hospital operating costs;,Healthcare,0.36,0.5,0.1,0.0,False,None,Finance/Business,the total spent for goods or services including money and time and labor,,,"The word ""cost"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Finance/Business] the total spent for goods or services including money and time and labor (context similarity=0.00)
  Candidate sense 2: [Finance/Business] the property of having material worth (often indicated by the amount of money something would bring if sold) (context similarity=0.00)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Finance/Business"" domain but represent distinct concepts."
installation,installation,If this is a new installation of OpenEMR  this list will be empty.,Healthcare,0.603,0.874,0.1,0.5,False,None,Software/IT,the act of installing something (as equipment),,,"The word ""installation"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Software/IT] the act of installing something (as equipment) (context similarity=0.27)
  Candidate sense 2: [General] a formal entry into an organization or position or office (context similarity=0.21)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
solution,solution,The solution should  enforce referential integrity.,Software/IT,0.746,0.986,0.3,0.5,False,None,Software/IT,a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution,,,"The word ""solution"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution (context similarity=0.15)
  Candidate sense 2: [General] the successful action of solving a problem (context similarity=0.14)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
user,user,A user chooses to view physician satisfaction survey results.,Healthcare,0.528,0.758,0.1,0.0,False,None,Software/IT,a person who takes drugs,,,"The word ""user"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Software/IT] a person who takes drugs (context similarity=0.19)
  Candidate sense 2: [Software/IT] a person who makes use of a thing; someone who uses or employs something (context similarity=0.12)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
choose,chooses,A user chooses to view physician satisfaction survey results.,Healthcare,0.36,0.5,0.1,0.0,False,None,Software/IT,"pick out, select, or choose from a number of alternatives",,,"The word ""choose"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Software/IT] pick out, select, or choose from a number of alternatives (context similarity=0.00)
  Candidate sense 2: [Software/IT] select as an alternative over another (context similarity=0.00)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
view,view,A user chooses to view physician satisfaction survey results.,Healthcare,0.607,0.88,0.1,0.5,False,None,Software/IT,see or watch,,,"The word ""view"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Software/IT] see or watch (context similarity=0.15)
  Candidate sense 2: [Healthcare] look at carefully; study mentally (context similarity=0.12)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""Healthcare"")."
satisfaction,satisfaction,A user chooses to view physician satisfaction survey results.,Healthcare,0.716,0.941,0.3,1.0,False,None,General,act of fulfilling a desire or need or appetite,,,"The word ""satisfaction"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [General] act of fulfilling a desire or need or appetite (context similarity=0.23)
  Candidate sense 2: [Finance/Business] (law) the payment of a debt or fulfillment of an obligation (context similarity=0.20)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Finance/Business"")."
survey,survey,A user chooses to view physician satisfaction survey results.,Healthcare,0.471,0.671,0.1,0.5,False,None,Software/IT,the act of looking or seeing or observing,,,"The word ""survey"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Software/IT] the act of looking or seeing or observing (context similarity=0.27)
  Candidate sense 2: [Software/IT] a detailed critical inspection (context similarity=0.14)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
result,results,A user chooses to view physician satisfaction survey results.,Healthcare,0.07,0.0,0.2,0.5,False,None,Healthcare,something that results,,,"The word ""result"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Healthcare] something that results (context similarity=0.14)
  Candidate sense 2: [General] a phenomenon that follows and is caused by some previous phenomenon (context similarity=0.00)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Healthcare"" vs. ""General"")."
violation,violations,(b) Type-2 violations.,Software/IT,0.43,0.5,0.3,0.5,False,None,Legal/Regulatory,a crime less serious than a felony,,,"The word ""violation"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Legal/Regulatory] a crime less serious than a felony (context similarity=0.00)
  Candidate sense 2: [General] an act that disregards an agreement or a right (context similarity=0.00)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Legal/Regulatory"" vs. ""General"")."
bring,brings,This brings you to the main Billing screen.,Finance/Business,0.699,0.59,0.9,0.5,False,None,Software/IT,take something or somebody with oneself somewhere,,,"The word ""bring"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] take something or somebody with oneself somewhere (context similarity=0.25)
  Candidate sense 2: [Software/IT] bestow a quality on (context similarity=0.10)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
screen,screen,This brings you to the main Billing screen.,Finance/Business,0.832,0.903,0.7,0.0,True,Intra-Domain,Software/IT,a white or silvered surface where pictures can be projected for viewing,Software/IT,the display that is electronically created on the surface of the large end of a cathode-ray tube,"The word ""screen"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] a white or silvered surface where pictures can be projected for viewing (context similarity=0.25)
  Candidate sense 2: [Software/IT] the display that is electronically created on the surface of the large end of a cathode-ray tube (context similarity=0.21)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
action,action,(ii) If an action  activity or assessment is required by this subpart to be documented  maintain a written (which may be electronic) record of the action  activity  or assessment.,General,0.871,0.909,0.8,0.0,True,Intra-Domain,General,the state of being active,General,the most important or interesting work or activity in a specific area or field,"The word ""action"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [General] the state of being active (context similarity=0.28)
  Candidate sense 2: [General] the most important or interesting work or activity in a specific area or field (context similarity=0.23)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
activity,activity,(ii) If an action  activity or assessment is required by this subpart to be documented  maintain a written (which may be electronic) record of the action  activity  or assessment.,General,0.701,0.863,0.4,0.0,False,None,General,the state of being active,,,"The word ""activity"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [General] the state of being active (context similarity=0.28)
  Candidate sense 2: [General] a process existing in or produced by nature (rather than by the intent of human beings) (context similarity=0.21)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
assessment,assessment,(ii) If an action  activity or assessment is required by this subpart to be documented  maintain a written (which may be electronic) record of the action  activity  or assessment.,General,0.562,0.757,0.2,1.0,False,None,Finance/Business,an amount determined as payable,,,"The word ""assessment"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Finance/Business] an amount determined as payable (context similarity=0.30)
  Candidate sense 2: [Software/IT] the market value set on assets (context similarity=0.19)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Finance/Business"" vs. ""Software/IT"")."
require,required,(ii) If an action  activity or assessment is required by this subpart to be documented  maintain a written (which may be electronic) record of the action  activity  or assessment.,General,0.395,0.5,0.2,0.5,False,None,Legal/Regulatory,"require as useful, just, or proper",,,"The word ""require"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Legal/Regulatory] require as useful, just, or proper (context similarity=0.00)
  Candidate sense 2: [Software/IT] consider obligatory; request and expect (context similarity=0.00)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Legal/Regulatory"" vs. ""Software/IT"")."
maintain,maintain,(ii) If an action  activity or assessment is required by this subpart to be documented  maintain a written (which may be electronic) record of the action  activity  or assessment.,General,0.758,0.736,0.8,1.0,True,Inter-Domain,Healthcare,maintain by writing regular records,General,"keep in a certain state, position, or activity; e.g.,","The word ""maintain"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Healthcare] maintain by writing regular records (context similarity=0.23)
  Candidate sense 2: [General] keep in a certain state, position, or activity; e.g., (context similarity=0.13)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Healthcare"" vs. ""General"")."
write,written,(ii) If an action  activity or assessment is required by this subpart to be documented  maintain a written (which may be electronic) record of the action  activity  or assessment.,General,0.587,0.473,0.8,0.0,False,None,Software/IT,record data on a computer,,,"The word ""write"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Software/IT] record data on a computer (context similarity=0.09)
  Candidate sense 2: [Software/IT] have (one's written work) issued for publication (context similarity=0.03)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
record,record,(ii) If an action  activity or assessment is required by this subpart to be documented  maintain a written (which may be electronic) record of the action  activity  or assessment.,General,0.781,0.878,0.6,0.5,True,Inter-Domain,Healthcare,the sum of recognized accomplishments,Finance/Business,a document that can serve as legal evidence of a transaction,"The word ""record"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Healthcare] the sum of recognized accomplishments (context similarity=0.17)
  Candidate sense 2: [Finance/Business] a document that can serve as legal evidence of a transaction (context similarity=0.13)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Healthcare"" vs. ""Finance/Business"")."
action,action,(ii) If an action  activity or assessment is required by this subpart to be documented  maintain a written (which may be electronic) record of the action  activity  or assessment.,General,0.871,0.909,0.8,0.0,True,Intra-Domain,General,the state of being active,General,the most important or interesting work or activity in a specific area or field,"The word ""action"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [General] the state of being active (context similarity=0.28)
  Candidate sense 2: [General] the most important or interesting work or activity in a specific area or field (context similarity=0.23)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
activity,activity,(ii) If an action  activity or assessment is required by this subpart to be documented  maintain a written (which may be electronic) record of the action  activity  or assessment.,General,0.701,0.863,0.4,0.0,False,None,General,the state of being active,,,"The word ""activity"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [General] the state of being active (context similarity=0.28)
  Candidate sense 2: [General] a process existing in or produced by nature (rather than by the intent of human beings) (context similarity=0.21)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
assessment,assessment,(ii) If an action  activity or assessment is required by this subpart to be documented  maintain a written (which may be electronic) record of the action  activity  or assessment.,General,0.562,0.757,0.2,1.0,False,None,Finance/Business,an amount determined as payable,,,"The word ""assessment"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Finance/Business] an amount determined as payable (context similarity=0.30)
  Candidate sense 2: [Software/IT] the market value set on assets (context similarity=0.19)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Finance/Business"" vs. ""Software/IT"")."
preconditions,Preconditions,3.2.5.1 Preconditions.,Software/IT,0.36,0.5,0.1,1.0,False,None,Finance/Business,an assumption on which rests the validity or effect of something else,,,"The word ""preconditions"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Finance/Business] an assumption on which rests the validity or effect of something else (context similarity=0.00)
  Candidate sense 2: [Software/IT] an assumption that is taken for granted (context similarity=0.00)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Finance/Business"" vs. ""Software/IT"")."
system,system,The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,Software/IT,0.57,0.5,0.7,0.5,False,None,General,instrumentality that combines interrelated interacting artifacts designed to work as a coherent entity,,,"The word ""system"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [General] instrumentality that combines interrelated interacting artifacts designed to work as a coherent entity (context similarity=0.00)
  Candidate sense 2: [Software/IT] a group of independent but interrelated elements comprising a unified whole (context similarity=0.00)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Software/IT"")."
party,parties,The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,Software/IT,0.43,0.5,0.3,0.5,False,None,Software/IT,an organization to gain political power,,,"The word ""party"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] an organization to gain political power (context similarity=0.00)
  Candidate sense 2: [Software/IT] a group of people gathered together for pleasure (context similarity=0.00)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
change,changes,The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,Software/IT,0.815,0.822,0.8,0.5,True,Inter-Domain,General,a thing that is different,Healthcare,the result of alteration or modification,"The word ""change"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [General] a thing that is different (context similarity=0.16)
  Candidate sense 2: [Healthcare] the result of alteration or modification (context similarity=0.11)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Healthcare"")."
occur,occur,The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,Software/IT,0.51,0.731,0.1,0.0,False,None,Software/IT,to be found to exist,,,"The word ""occur"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] to be found to exist (context similarity=0.08)
  Candidate sense 2: [Software/IT] come to one's mind; suggest itself (context similarity=0.04)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
affect,affecting,The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,Software/IT,0.43,0.5,0.3,0.5,False,None,Software/IT,have an effect upon,,,"The word ""affect"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] have an effect upon (context similarity=0.00)
  Candidate sense 2: [Finance/Business] act physically on; have an effect upon (context similarity=0.00)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""Finance/Business"")."
class,classes,The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,Software/IT,0.756,0.84,0.6,0.0,True,Intra-Domain,Software/IT,"people having the same social, economic, or educational status",Software/IT,a body of students who graduate together,"The word ""class"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] people having the same social, economic, or educational status (context similarity=0.32)
  Candidate sense 2: [Software/IT] a body of students who graduate together (context similarity=0.23)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
include,including,The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,Software/IT,0.395,0.5,0.2,0.5,False,None,Healthcare,"have as a part, be made up out of",,,"The word ""include"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Healthcare] have as a part, be made up out of (context similarity=0.00)
  Candidate sense 2: [Healthcare] consider as part of something (context similarity=0.00)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Healthcare"" domain but represent distinct concepts."
limit,limited,The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,Software/IT,0.36,0.5,0.1,0.0,False,None,Software/IT,place limits on (extent or access),,,"The word ""limit"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] place limits on (extent or access) (context similarity=0.00)
  Candidate sense 2: [Software/IT] restrict or confine, (context similarity=0.00)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
class,class,The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,Software/IT,0.756,0.84,0.6,0.0,True,Intra-Domain,Software/IT,"people having the same social, economic, or educational status",Software/IT,a body of students who graduate together,"The word ""class"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] people having the same social, economic, or educational status (context similarity=0.32)
  Candidate sense 2: [Software/IT] a body of students who graduate together (context similarity=0.23)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
class,class,The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,Software/IT,0.756,0.84,0.6,0.0,True,Intra-Domain,Software/IT,"people having the same social, economic, or educational status",Software/IT,a body of students who graduate together,"The word ""class"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] people having the same social, economic, or educational status (context similarity=0.32)
  Candidate sense 2: [Software/IT] a body of students who graduate together (context similarity=0.23)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
section,section,The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,Software/IT,0.852,0.772,1.0,0.0,True,Intra-Domain,Software/IT,a division of an orchestra containing all instruments of the same class,Software/IT,a small class of students who are part of a larger course but are taught separately,"The word ""section"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a division of an orchestra containing all instruments of the same class (context similarity=0.19)
  Candidate sense 2: [Software/IT] a small class of students who are part of a larger course but are taught separately (context similarity=0.12)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
detail,detail,The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,Software/IT,0.43,0.5,0.3,0.5,False,None,General,an isolated fact that is considered separately from the whole,,,"The word ""detail"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [General] an isolated fact that is considered separately from the whole (context similarity=0.00)
  Candidate sense 2: [General] a small part that can be considered separately from the whole (context similarity=0.00)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
change,changes,The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,Software/IT,0.815,0.822,0.8,0.5,True,Inter-Domain,General,a thing that is different,Healthcare,the result of alteration or modification,"The word ""change"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [General] a thing that is different (context similarity=0.16)
  Candidate sense 2: [Healthcare] the result of alteration or modification (context similarity=0.11)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Healthcare"")."
change,changes,The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,Software/IT,0.815,0.822,0.8,0.5,True,Inter-Domain,General,a thing that is different,Healthcare,the result of alteration or modification,"The word ""change"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [General] a thing that is different (context similarity=0.16)
  Candidate sense 2: [Healthcare] the result of alteration or modification (context similarity=0.11)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Healthcare"")."
class,class,The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,Software/IT,0.756,0.84,0.6,0.0,True,Intra-Domain,Software/IT,"people having the same social, economic, or educational status",Software/IT,a body of students who graduate together,"The word ""class"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] people having the same social, economic, or educational status (context similarity=0.32)
  Candidate sense 2: [Software/IT] a body of students who graduate together (context similarity=0.23)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
offering,offerings,The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,Software/IT,0.07,0.0,0.2,0.0,False,None,Software/IT,something offered (as a proposal or bid),,,"The word ""offering"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] something offered (as a proposal or bid) (context similarity=0.07)
  Candidate sense 2: [Software/IT] money contributed to a religious organization (context similarity=0.00)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
give,given,The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,Software/IT,0.35,0.0,1.0,0.5,False,None,Software/IT,occur,,,"The word ""give"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] occur (context similarity=0.09)
  Candidate sense 2: [Software/IT] cause to have, in the abstract sense or physical sense (context similarity=0.00)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
quarter,quarter,The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,Software/IT,0.981,0.971,1.0,0.0,True,Intra-Domain,Software/IT,one of four periods into which the school year is divided,Software/IT,a unit of time equal to 15 minutes or a quarter of an hour,"The word ""quarter"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] one of four periods into which the school year is divided (context similarity=0.15)
  Candidate sense 2: [Software/IT] a unit of time equal to 15 minutes or a quarter of an hour (context similarity=0.14)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
solution,solution,The solution should have a standard bi-directional interface to a variety of  storage and retrieval systems that automate and manage inventory throughout the receiving  storage  retrieval  and distribution process.,Software/IT,0.746,0.986,0.3,0.5,False,None,Software/IT,a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution,,,"The word ""solution"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution (context similarity=0.07)
  Candidate sense 2: [General] the successful action of solving a problem (context similarity=0.07)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
interface,interface,The solution should have a standard bi-directional interface to a variety of  storage and retrieval systems that automate and manage inventory throughout the receiving  storage  retrieval  and distribution process.,Software/IT,0.651,0.893,0.2,0.0,False,None,Software/IT,the overlap where two theories or phenomena affect each other or have links with each other,,,"The word ""interface"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] the overlap where two theories or phenomena affect each other or have links with each other (context similarity=0.09)
  Candidate sense 2: [Software/IT] (computer science) a program that controls a display for the user (usually on a computer monitor) and that allows the user to interact with the system (context similarity=0.07)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
variety,variety,The solution should have a standard bi-directional interface to a variety of  storage and retrieval systems that automate and manage inventory throughout the receiving  storage  retrieval  and distribution process.,Software/IT,0.72,0.893,0.4,0.5,False,None,General,a show consisting of a series of short unrelated performances,,,"The word ""variety"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [General] a show consisting of a series of short unrelated performances (context similarity=0.11)
  Candidate sense 2: [Software/IT] a difference that is usually pleasant (context similarity=0.09)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Software/IT"")."
storage,storage,The solution should have a standard bi-directional interface to a variety of  storage and retrieval systems that automate and manage inventory throughout the receiving  storage  retrieval  and distribution process.,Software/IT,0.762,0.957,0.4,0.0,True,Intra-Domain,Software/IT,the act of storing something,Software/IT,a depository for goods,"The word ""storage"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] the act of storing something (context similarity=0.19)
  Candidate sense 2: [Software/IT] a depository for goods (context similarity=0.17)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
retrieval,retrieval,The solution should have a standard bi-directional interface to a variety of  storage and retrieval systems that automate and manage inventory throughout the receiving  storage  retrieval  and distribution process.,Software/IT,0.524,0.752,0.1,0.5,False,None,General,the cognitive operation of accessing information in memory,,,"The word ""retrieval"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [General] the cognitive operation of accessing information in memory (context similarity=0.23)
  Candidate sense 2: [Software/IT] the act of regaining or saving something lost (or in danger of becoming lost) (context similarity=0.14)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Software/IT"")."
system,systems,The solution should have a standard bi-directional interface to a variety of  storage and retrieval systems that automate and manage inventory throughout the receiving  storage  retrieval  and distribution process.,Software/IT,0.57,0.5,0.7,0.5,False,None,Software/IT,a group of independent but interrelated elements comprising a unified whole,,,"The word ""system"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a group of independent but interrelated elements comprising a unified whole (context similarity=0.05)
  Candidate sense 2: [General] a procedure or process for obtaining an objective (context similarity=0.03)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
