word,surface_form,sentence,sentence_domain,ambiguity_score,semantic_similarity_spread,contextual_confidence_gap,domain_diversity,is_ambiguous,ambiguity_type,top_sense_1_domain,top_sense_1_gloss,top_sense_2_domain,top_sense_2_gloss,explanation
form,form,Nothing contained in this section may be interpreted to require the creation of a document  except that requested data stored in an electronic data storage system must be produced in a form accessible to the requesting party.,Software/IT,0.899,0.844,1.0,0.5,True,Inter-Domain,General,a printed document with spaces in which to write,Software/IT,an ability to perform well,"The word ""form"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [General] a printed document with spaces in which to write (context similarity=0.11)
  Candidate sense 2: [Software/IT] an ability to perform well (context similarity=0.08)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Software/IT"")."
submit,submit,An applicant may request an extension for good cause from the National Coordinator of the 15-day period provided in paragraph (c)(2) of this section to submit a revised application.,Software/IT,0.899,0.952,0.8,0.5,True,Intra-Domain,Software/IT,make an application as for a job or funding,Software/IT,yield to the control of another,"The word ""submit"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] make an application as for a job or funding (context similarity=0.18)
  Candidate sense 2: [Software/IT] yield to the control of another (context similarity=0.16)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
begin,begins,(i) The reasonable costs incurred for the purchase of certified EHR technology during the cost reporting period that begins in a payment year; and,Finance/Business,0.898,0.95,0.8,0.5,True,Inter-Domain,Software/IT,have a beginning characterized in some specified way,General,"be the first item or point, constitute the beginning or start, come first in a series","The word ""begin"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] have a beginning characterized in some specified way (context similarity=0.19)
  Candidate sense 2: [General] be the first item or point, constitute the beginning or start, come first in a series (context similarity=0.17)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
day,day,Final payments are determined at the time of settling the first 12-month hospital cost report for the hospital fiscal year that begins on or after the first day of the payment year  and settled on the basis of data from that cost reporting period.,Finance/Business,0.897,0.95,0.8,0.0,True,Intra-Domain,Software/IT,some point or period in time,Software/IT,the period of time taken by a particular planet (e.g. Mars) to make a complete rotation on its axis,"The word ""day"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] some point or period in time (context similarity=0.16)
  Candidate sense 2: [Software/IT] the period of time taken by a particular planet (e.g. Mars) to make a complete rotation on its axis (context similarity=0.14)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
field,fields,Doing so brings up a lightbox containing several fields which are searchable (labeled in green).,Software/IT,0.896,0.84,1.0,0.0,True,Intra-Domain,Software/IT,a geographic region (land or sea) under which something valuable is found,Software/IT,extensive tract of level open land,"The word ""field"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a geographic region (land or sea) under which something valuable is found (context similarity=0.09)
  Candidate sense 2: [Software/IT] extensive tract of level open land (context similarity=0.07)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
field,fields,Note that fields labeled in red are required in order for billing to work properly.,Finance/Business,0.896,0.84,1.0,0.0,True,Intra-Domain,Software/IT,a geographic region (land or sea) under which something valuable is found,Software/IT,extensive tract of level open land,"The word ""field"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] a geographic region (land or sea) under which something valuable is found (context similarity=0.10)
  Candidate sense 2: [Software/IT] extensive tract of level open land (context similarity=0.07)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
body,body,(D) Calculate and display body mass index (BMI).,Software/IT,0.896,0.894,0.9,1.0,True,Inter-Domain,Software/IT,the main mass of a thing,General,an individual 3-dimensional object that has mass and that is distinguishable from other objects,"The word ""body"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] the main mass of a thing (context similarity=0.26)
  Candidate sense 2: [General] an individual 3-dimensional object that has mass and that is distinguishable from other objects (context similarity=0.21)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
field,fields,When notifying the user of their error  all fields are populated with the previously entered input so that the HCP can edit their entry.,Software/IT,0.896,0.84,1.0,0.0,True,Intra-Domain,Software/IT,a geographic region (land or sea) under which something valuable is found,Software/IT,extensive tract of level open land,"The word ""field"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a geographic region (land or sea) under which something valuable is found (context similarity=0.08)
  Candidate sense 2: [Software/IT] extensive tract of level open land (context similarity=0.06)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
field,fields,Most users will just need to enter a 'Initial User Password' for the OpenEMR User and a 'Password' for the sql user(these fields are circled in red in below screenshot).,Software/IT,0.896,0.84,1.0,0.0,True,Intra-Domain,Software/IT,a geographic region (land or sea) under which something valuable is found,Software/IT,extensive tract of level open land,"The word ""field"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a geographic region (land or sea) under which something valuable is found (context similarity=0.06)
  Candidate sense 2: [Software/IT] extensive tract of level open land (context similarity=0.04)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
field,fields,Entering a partial value into one or more fields and clicking the 'Search' button presents you with a list of all insurance companies matching those parameters.,Finance/Business,0.896,0.84,1.0,0.0,True,Intra-Domain,Software/IT,a geographic region (land or sea) under which something valuable is found,Software/IT,extensive tract of level open land,"The word ""field"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] a geographic region (land or sea) under which something valuable is found (context similarity=0.08)
  Candidate sense 2: [Software/IT] extensive tract of level open land (context similarity=0.06)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
field,fields,If the desired insurance company is not yet entered  you can also add it here by completing all the fields and clicking 'Save as New'.,Finance/Business,0.896,0.84,1.0,0.0,True,Intra-Domain,Software/IT,a geographic region (land or sea) under which something valuable is found,Software/IT,extensive tract of level open land,"The word ""field"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] a geographic region (land or sea) under which something valuable is found (context similarity=0.09)
  Candidate sense 2: [Software/IT] extensive tract of level open land (context similarity=0.07)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
way,way,Relates to the privacy of individually identifiable health information means  with respect to a State law  that the State law has the specific purpose of protecting the privacy of health information or affects the privacy of health information in a direct  clear  and substantial way.,Legal/Regulatory,0.895,0.839,1.0,0.5,True,Intra-Domain,Healthcare,the condition of things generally,Healthcare,how a result is obtained or an end is achieved,"The word ""way"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Healthcare] the condition of things generally (context similarity=0.13)
  Candidate sense 2: [Healthcare] how a result is obtained or an end is achieved (context similarity=0.09)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Healthcare"" domain but represent distinct concepts."
match,match,The system prompts the enterer or editor to correct the format of a required data field because the input of that data field does not match that specified in data format 6.4 for patients.,Software/IT,0.895,0.946,0.8,0.5,True,Inter-Domain,Software/IT,be equal or harmonize,Legal/Regulatory,make correspond or harmonize,"The word ""match"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] be equal or harmonize (context similarity=0.11)
  Candidate sense 2: [Legal/Regulatory] make correspond or harmonize (context similarity=0.10)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""Legal/Regulatory"")."
strength,strength,The solution should implement a policy to encrypt backup and archival media; ensure that policies direct the user of encryption technologies of the appropriate strength.,Legal/Regulatory,0.894,0.998,0.7,1.0,True,Inter-Domain,Software/IT,the property of being physically or mentally strong,Healthcare,the condition of financial success,"The word ""strength"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Software/IT] the property of being physically or mentally strong (context similarity=0.11)
  Candidate sense 2: [Healthcare] the condition of financial success (context similarity=0.11)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""Healthcare"")."
company,company,If the desired insurance company is not yet entered  you can also add it here by completing all the fields and clicking 'Save as New'.,Finance/Business,0.894,0.998,0.7,0.0,True,Intra-Domain,Software/IT,a social or business visitor,Software/IT,a unit of firefighters including their equipment,"The word ""company"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] a social or business visitor (context similarity=0.12)
  Candidate sense 2: [Software/IT] a unit of firefighters including their equipment (context similarity=0.11)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
company,Company,You can add a new insurance company by clicking 'Add a Company'.,Finance/Business,0.894,0.998,0.7,0.0,True,Intra-Domain,Software/IT,a social or business visitor,Software/IT,a unit of firefighters including their equipment,"The word ""company"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] a social or business visitor (context similarity=0.24)
  Candidate sense 2: [Software/IT] a unit of firefighters including their equipment (context similarity=0.24)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
company,company,You can add a new insurance company by clicking 'Add a Company'.,Finance/Business,0.894,0.998,0.7,0.0,True,Intra-Domain,Software/IT,a social or business visitor,Software/IT,a unit of firefighters including their equipment,"The word ""company"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] a social or business visitor (context similarity=0.24)
  Candidate sense 2: [Software/IT] a unit of firefighters including their equipment (context similarity=0.24)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
write,written,(5) The National Coordinator may make one of the following determinations in response to the ONC-ATCB's written response or if the ONC-ATCB fails to submit a written response within the timeframe specified in paragraph (d)(3):,Software/IT,0.893,0.943,0.8,0.0,True,Intra-Domain,Software/IT,record data on a computer,Software/IT,mark or trace on a surface,"The word ""write"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] record data on a computer (context similarity=0.05)
  Candidate sense 2: [Software/IT] mark or trace on a surface (context similarity=0.05)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
write,written,(5) The National Coordinator may make one of the following determinations in response to the ONC-ATCB's written response or if the ONC-ATCB fails to submit a written response within the timeframe specified in paragraph (d)(3):,Software/IT,0.893,0.943,0.8,0.0,True,Intra-Domain,Software/IT,record data on a computer,Software/IT,mark or trace on a surface,"The word ""write"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] record data on a computer (context similarity=0.05)
  Candidate sense 2: [Software/IT] mark or trace on a surface (context similarity=0.05)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
company,companies,The number with a '-' in the 'Prv' column indicates the number of insurance companies for which this invoice is awaiting payment.,Finance/Business,0.892,0.995,0.7,0.0,True,Intra-Domain,Software/IT,crew of a ship including the officers; the whole force or personnel of a ship,Software/IT,an institution created to conduct business,"The word ""company"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] crew of a ship including the officers; the whole force or personnel of a ship (context similarity=0.08)
  Candidate sense 2: [Software/IT] an institution created to conduct business (context similarity=0.08)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
cover,covered,(v) A restriction agreed to by a covered entity under paragraph (a) of this section  is not effective under this subpart to prevent uses or disclosures permitted or required under Â§Â§164.502(a)(2)(ii)  164.510(a) or 164.512.,General,0.891,0.833,1.0,0.0,True,Intra-Domain,Software/IT,hide from view or knowledge,Software/IT,spread over a surface to conceal or protect,"The word ""cover"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Software/IT] hide from view or knowledge (context similarity=0.12)
  Candidate sense 2: [Software/IT] spread over a surface to conceal or protect (context similarity=0.09)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
cover,covered,(A) The covered entity  in the exercise of professional judgment  believes the disclosure is necessary to prevent serious harm to the individual or other potential victims; or,Legal/Regulatory,0.891,0.833,1.0,0.0,True,Intra-Domain,Software/IT,hide from view or knowledge,Software/IT,spread over a surface to conceal or protect,"The word ""cover"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Software/IT] hide from view or knowledge (context similarity=0.12)
  Candidate sense 2: [Software/IT] spread over a surface to conceal or protect (context similarity=0.09)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
address,addressed,(i) State the name of the person (including the entity  if applicable) to whom the subpoena is addressed;,General,0.89,0.938,0.8,0.0,True,Intra-Domain,Networking,give a speech to,Networking,speak to,"The word ""address"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Networking] give a speech to (context similarity=0.18)
  Candidate sense 2: [Networking] speak to (context similarity=0.16)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Networking"" domain but represent distinct concepts."
note,note,The system shall provide the ability to finalize a note  i.e.  change the status of the note from in progress to complete so that any subsequent changes are recorded as such.,Software/IT,0.89,0.992,0.7,0.5,True,Inter-Domain,Healthcare,a promise to pay a specified amount on demand or at a certain time,Software/IT,a characteristic emotional quality,"The word ""note"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Healthcare] a promise to pay a specified amount on demand or at a certain time (context similarity=0.34)
  Candidate sense 2: [Software/IT] a characteristic emotional quality (context similarity=0.33)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Healthcare"" vs. ""Software/IT"")."
note,note,The system shall provide the ability to finalize a note  i.e.  change the status of the note from in progress to complete so that any subsequent changes are recorded as such.,Software/IT,0.89,0.992,0.7,0.5,True,Inter-Domain,Healthcare,a promise to pay a specified amount on demand or at a certain time,Software/IT,a characteristic emotional quality,"The word ""note"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Healthcare] a promise to pay a specified amount on demand or at a certain time (context similarity=0.34)
  Candidate sense 2: [Software/IT] a characteristic emotional quality (context similarity=0.33)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Healthcare"" vs. ""Software/IT"")."
distribute,distributed,Checks received from insurance companies can be entered here and distributed to cover the appropriate encounters.,Finance/Business,0.889,0.936,0.8,0.0,True,Intra-Domain,Software/IT,"be distributed or spread, as in statistical analyses",Software/IT,cause be distributed,"The word ""distribute"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] be distributed or spread, as in statistical analyses (context similarity=0.12)
  Candidate sense 2: [Software/IT] cause be distributed (context similarity=0.11)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
change,change,The system shall provide the ability to finalize a note  i.e.  change the status of the note from in progress to complete so that any subsequent changes are recorded as such.,Software/IT,0.888,0.935,0.8,0.0,True,Intra-Domain,Software/IT,"give to, and receive from, one another",Software/IT,change from one vehicle or transportation line to another,"The word ""change"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] give to, and receive from, one another (context similarity=0.11)
  Candidate sense 2: [Software/IT] change from one vehicle or transportation line to another (context similarity=0.09)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
day,day,The patient  UAP  or personal representative tries to enter more than one weight data point or more than one pedometer data point for the day and is told additional data cannot be entered.,Software/IT,0.888,0.935,0.8,0.5,True,Intra-Domain,Software/IT,some point or period in time,Software/IT,a day assigned to a particular purpose or observance,"The word ""day"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] some point or period in time (context similarity=0.14)
  Candidate sense 2: [Software/IT] a day assigned to a particular purpose or observance (context similarity=0.13)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
time,time,The Board may extend the initial 30 day period for a period of time not to exceed 30 days if a party files with the Board a request for an extension within the initial 30 day period and shows good cause.,Software/IT,0.887,0.933,0.8,0.0,True,Intra-Domain,Software/IT,the period of time a prisoner is imprisoned,Software/IT,an indefinite period (usually marked by specific attributes or activities),"The word ""time"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] the period of time a prisoner is imprisoned (context similarity=0.19)
  Candidate sense 2: [Software/IT] an indefinite period (usually marked by specific attributes or activities) (context similarity=0.16)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
home,home,The presented patient information shall include each patient's name and home phone number so that reminder calls can be made.,Healthcare,0.886,0.986,0.7,1.0,True,Inter-Domain,Legal/Regulatory,an environment offering affection and security,Software/IT,an institution where people are cared for,"The word ""home"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Legal/Regulatory] an environment offering affection and security (context similarity=0.18)
  Candidate sense 2: [Software/IT] an institution where people are cared for (context similarity=0.18)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Legal/Regulatory"" vs. ""Software/IT"")."
rule,Rule,Backup strategies not only should be compliant with HIPAA Security Rule specifications but with other regulations that oversee financial data (credit cards.),Legal/Regulatory,0.883,0.82,1.0,0.0,True,Intra-Domain,Legal/Regulatory,any one of a systematic body of regulations defining the way of life of members of a religious order,Legal/Regulatory,(linguistics) a rule describing (or prescribing) a linguistic practice,"The word ""rule"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Legal/Regulatory] any one of a systematic body of regulations defining the way of life of members of a religious order (context similarity=0.18)
  Candidate sense 2: [Legal/Regulatory] (linguistics) a rule describing (or prescribing) a linguistic practice (context similarity=0.13)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Legal/Regulatory"" domain but represent distinct concepts."
form,forms,The system has the capability to generate 3D or 2D bar-coding labels  recodes  forms and MARs.,Software/IT,0.883,0.82,1.0,0.5,True,Inter-Domain,Software/IT,a mold for setting concrete,Healthcare,the phonological or orthographic sound or appearance of a word that can be used to describe or identify something,"The word ""form"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a mold for setting concrete (context similarity=0.08)
  Candidate sense 2: [Healthcare] the phonological or orthographic sound or appearance of a word that can be used to describe or identify something (context similarity=0.05)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""Healthcare"")."
range,range,For example  any in the range of 100-199 are for use case one  any in the range of 200-299 are in use case two.,Software/IT,0.882,0.98,0.7,0.0,True,Intra-Domain,Software/IT,the limits within which something can be effective,Software/IT,a variety of different things or activities,"The word ""range"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] the limits within which something can be effective (context similarity=0.33)
  Candidate sense 2: [Software/IT] a variety of different things or activities (context similarity=0.32)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
range,range,For example  any in the range of 100-199 are for use case one  any in the range of 200-299 are in use case two.,Software/IT,0.882,0.98,0.7,0.0,True,Intra-Domain,Software/IT,the limits within which something can be effective,Software/IT,a variety of different things or activities,"The word ""range"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] the limits within which something can be effective (context similarity=0.33)
  Candidate sense 2: [Software/IT] a variety of different things or activities (context similarity=0.32)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
range,range,The Appointments Report ('Reports > Visits > Appointments') gives you a list of appointments for a given provider  or for all providers  in a specified date range.,Healthcare,0.882,0.98,0.7,0.0,True,Intra-Domain,Software/IT,the limits within which something can be effective,Software/IT,a variety of different things or activities,"The word ""range"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Software/IT] the limits within which something can be effective (context similarity=0.10)
  Candidate sense 2: [Software/IT] a variety of different things or activities (context similarity=0.10)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
range,range,The solution should provide the ability to automatically alert the provider if contraindications to the ordered dosage range are identified.,Healthcare,0.882,0.98,0.7,0.0,True,Intra-Domain,Software/IT,the limits within which something can be effective,Software/IT,a variety of different things or activities,"The word ""range"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Software/IT] the limits within which something can be effective (context similarity=0.15)
  Candidate sense 2: [Software/IT] a variety of different things or activities (context similarity=0.14)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
deal,dealing,(1) 26 U.S.C. 6011(b)  which is the portion of the Internal Revenue Code dealing with identifying the taxpayer in tax returns and statements  or corresponding provisions of prior law.,Finance/Business,0.882,0.819,1.0,0.5,True,Intra-Domain,Software/IT,give out as one's portion or share,Software/IT,distribute cards to the players in a game,"The word ""deal"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] give out as one's portion or share (context similarity=0.12)
  Candidate sense 2: [Software/IT] distribute cards to the players in a game (context similarity=0.09)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
reference,reference,(Incorporated by reference in Â§162.920).,Software/IT,0.881,0.925,0.8,0.0,True,Intra-Domain,Software/IT,an indicator that orients you generally,Software/IT,a book to which you can refer for authoritative facts,"The word ""reference"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] an indicator that orients you generally (context similarity=0.42)
  Candidate sense 2: [Software/IT] a book to which you can refer for authoritative facts (context similarity=0.36)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
reference,reference,The Healthcare Information Technology Standards Panel (HITSP) Summary Documents Using HL7 CCD Component HITSP or C32 (incorporated by reference in Â§ 170.299).,General,0.881,0.925,0.8,0.0,True,Intra-Domain,Software/IT,an indicator that orients you generally,Software/IT,a book to which you can refer for authoritative facts,"The word ""reference"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Software/IT] an indicator that orients you generally (context similarity=0.14)
  Candidate sense 2: [Software/IT] a book to which you can refer for authoritative facts (context similarity=0.12)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
reference,reference,(a) Operate its certification program in accordance with ISO or IEC Guide 65:1996 (incorporated by reference in Â§ 170.499) and testing program in accordance with ISO or IEC 17025:2005 (incorporated by reference in Â§ 170.499);,Legal/Regulatory,0.881,0.925,0.8,0.0,True,Intra-Domain,Software/IT,an indicator that orients you generally,Software/IT,a book to which you can refer for authoritative facts,"The word ""reference"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Software/IT] an indicator that orients you generally (context similarity=0.21)
  Candidate sense 2: [Software/IT] a book to which you can refer for authoritative facts (context similarity=0.18)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
reference,reference,(a) Operate its certification program in accordance with ISO or IEC Guide 65:1996 (incorporated by reference in Â§ 170.499) and testing program in accordance with ISO or IEC 17025:2005 (incorporated by reference in Â§ 170.499);,Legal/Regulatory,0.881,0.925,0.8,0.0,True,Intra-Domain,Software/IT,an indicator that orients you generally,Software/IT,a book to which you can refer for authoritative facts,"The word ""reference"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Software/IT] an indicator that orients you generally (context similarity=0.21)
  Candidate sense 2: [Software/IT] a book to which you can refer for authoritative facts (context similarity=0.18)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
business,business,(g) Allow ONC  or its authorized agents(s)  to periodically observe on site (unannounced or scheduled) during normal business hours  any testing possibly and possibly certification performed to demonstrate compliance with the requirements of the temporary certification program;,Legal/Regulatory,0.881,0.979,0.7,0.5,True,Inter-Domain,General,incidental activity performed by an actor for dramatic effect,Software/IT,a commercial or industrial enterprise and the people who constitute it,"The word ""business"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [General] incidental activity performed by an actor for dramatic effect (context similarity=0.11)
  Candidate sense 2: [Software/IT] a commercial or industrial enterprise and the people who constitute it (context similarity=0.11)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Software/IT"")."
reference,Reference,3.2.6.6 Reference document.,General,0.881,0.925,0.8,0.0,True,Intra-Domain,Software/IT,an indicator that orients you generally,Software/IT,a book to which you can refer for authoritative facts,"The word ""reference"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Software/IT] an indicator that orients you generally (context similarity=0.49)
  Candidate sense 2: [Software/IT] a book to which you can refer for authoritative facts (context similarity=0.42)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
reference,reference,Â§ 170.499   Incorporation by reference.,Software/IT,0.881,0.925,0.8,0.0,True,Intra-Domain,Software/IT,an indicator that orients you generally,Software/IT,a book to which you can refer for authoritative facts,"The word ""reference"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] an indicator that orients you generally (context similarity=0.41)
  Candidate sense 2: [Software/IT] a book to which you can refer for authoritative facts (context similarity=0.35)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
reference,Reference,3.2.21.6 Reference document.,General,0.881,0.925,0.8,0.0,True,Intra-Domain,Software/IT,an indicator that orients you generally,Software/IT,a book to which you can refer for authoritative facts,"The word ""reference"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Software/IT] an indicator that orients you generally (context similarity=0.49)
  Candidate sense 2: [Software/IT] a book to which you can refer for authoritative facts (context similarity=0.42)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
reference,reference,(incorporated by reference in Â§ 170.299).,Software/IT,0.881,0.925,0.8,0.0,True,Intra-Domain,Software/IT,an indicator that orients you generally,Software/IT,a book to which you can refer for authoritative facts,"The word ""reference"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] an indicator that orients you generally (context similarity=0.42)
  Candidate sense 2: [Software/IT] a book to which you can refer for authoritative facts (context similarity=0.36)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
section,section,In this section we'll discuss setting up a provider's schedule in the calendar and adding patient appointments.,Healthcare,0.881,0.818,1.0,0.0,True,Intra-Domain,Software/IT,a specialized division of a large organization,Software/IT,a segment of a citrus fruit,"The word ""section"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Software/IT] a specialized division of a large organization (context similarity=0.16)
  Candidate sense 2: [Software/IT] a segment of a citrus fruit (context similarity=0.11)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
